date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:02:04	4958/4958	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226445573c-135e%22	http://orgolife2.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.12.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/js/webpack.runtime.mine56c.js	(from http://orgolife2.local/picual/)
08:02:04	42288/42288	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226445573c-a530%22	http://orgolife2.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.12.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/js/frontend-modules.mine56c.js	(from http://orgolife2.local/picual/)
08:02:05	24380/24380	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264460004-5f3c%22	http://orgolife2.local/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.12.3	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor-pro/assets/js/frontend.min0fca.js	(from http://orgolife2.local/picual/)
08:02:05	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226445573c-2fa6%22	http://orgolife2.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://orgolife2.local/picual/)
08:02:05	21438/21438	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263dbe690-53be%22	http://orgolife2.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-includes/js/jquery/ui/core.min3f14.js	(from http://orgolife2.local/picual/)
08:02:06	40591/40591	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226445573c-9e8f%22	http://orgolife2.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.12.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/js/frontend.mine56c.js	(from http://orgolife2.local/picual/)
08:02:06	29635/29635	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264460004-73c3%22	http://orgolife2.local/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.12.3	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min0fca.js	(from http://orgolife2.local/picual/)
08:02:06	3721/3721	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264460004-e89%22	http://orgolife2.local/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.12.3	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min0fca.js	(from http://orgolife2.local/picual/)
08:02:06	2666/2666	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe799-a6a%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min.js?ver=1.7.21-wc.7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.minc526.js	(from http://orgolife2.local/picual/)
08:02:07	19979/19979	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe798-4e0b%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min.js?ver=2.7.2-wc.7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min5214.js	(from http://orgolife2.local/picual/)
08:02:07	30927/30927	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe798-78cf%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.1.1-wc.7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min2fa2.js	(from http://orgolife2.local/picual/)
08:02:07	9652/9652	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe798-25b4%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.1.1-wc.7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min2fa2.js	(from http://orgolife2.local/picual/)
08:02:08	18833/18833	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263331441-4991%22	http://orgolife2.local/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/picual/orgolife2.local/wp-includes/js/underscore.mind584.js	(from http://orgolife2.local/picual/)
08:02:08	1426/1426	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22632938ea-592%22	http://orgolife2.local/wp-includes/js/wp-util.min.js?ver=6.2	C:/My%20Web%20Sites/picual/orgolife2.local/wp-includes/js/wp-util.minae48.js	(from http://orgolife2.local/picual/)
08:02:08	13892/13892	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe798-3644%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min56be.js	(from http://orgolife2.local/picual/)
08:02:08	6241/6241	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22644fe798-1861%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=7.6.1	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min56be.js	(from http://orgolife2.local/picual/)
08:02:08	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%2259800707-11f6%22	http://orgolife2.local/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-includes/js/mediaelement/mejs-controls.svg	(from http://orgolife2.local/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
08:02:09	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22644fe797-68c%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:09	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22644fe797-68c%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:09	1304/1304	---M--	200	added ('OK')	application/font-woff	etag:%22644fe797-518%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:09	1512/1512	---M--	200	added ('OK')	application/font-sfnt	etag:%22644fe797-5e8%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:10	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-3a1%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:10	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22644fe797-37c8%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:10	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22644fe797-37c8%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:11	46770/46770	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-b6b2%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:12	14176/14176	---M--	200	added ('OK')	application/font-woff	etag:%22644fe797-3760%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:12	14100/14100	---M--	200	added ('OK')	application/font-sfnt	etag:%22644fe797-3714%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:12	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-9e%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:13	547/547	---M--	200	added ('OK')	image/png	etag:%22644fe797-223%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:13	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-54f%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:13	4634/4634	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-121a%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:13	3110/3110	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-c26%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:13	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-324%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:14	6797/6797	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-1a8d%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:14	2800/2800	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-af0%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:14	4662/4662	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-1236%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:14	2185/2185	---M--	200	added ('OK')	image/svg+xml	etag:%22644fe797-889%22	http://orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from http://orgolife2.local/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.3)
08:02:16	320312/320312	---M--	200	added ('OK')	image/svg+xml	etag:%226445573c-4e338%22	http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
08:02:46	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226445573c-33fdc%22	http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
08:02:47	182980/182980	---M--	200	added ('OK')	image/webp	etag:%2263f52d8b-2cac4%22	http://orgolife2.local/wp-content/uploads/2023/02/pro-to-picual-plastic-bottle.webp	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/uploads/2023/02/pro-to-picual-plastic-bottle.webp	(from http://orgolife2.local/wp-content/uploads/elementor/css/post-2337.css?ver=1683088174)
08:02:50	212796/212796	---M--	200	added ('OK')	application/font-sfnt	etag:%226445573c-33f3c%22	http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/picual/orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from http://orgolife2.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
